,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name,artist_genres,artist_pop,song_genre
331,0.588,0.628,0,-11.364,1,0.0252,0.151,0.000655,0.0837,0.934,98.212,audio_features,0IE26jk0uGSGWHWBM3IaUZ,spotify:track:0IE26jk0uGSGWHWBM3IaUZ,https://api.spotify.com/v1/tracks/0IE26jk0uGSGWHWBM3IaUZ,https://api.spotify.com/v1/audio-analysis/0IE26jk0uGSGWHWBM3IaUZ,282027,4,Sweet Home Alabama,Lynyrd Skynyrd,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",72,rock
332,0.529,0.547,9,-9.295,1,0.0473,0.0782,0.0,0.0738,0.803,138.708,audio_features,0xGTPWVlPZ1oNx2z0XZOXK,spotify:track:0xGTPWVlPZ1oNx2z0XZOXK,https://api.spotify.com/v1/tracks/0xGTPWVlPZ1oNx2z0XZOXK,https://api.spotify.com/v1/audio-analysis/0xGTPWVlPZ1oNx2z0XZOXK,125933,4,I Can't Explain - Original Mono Version,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",68,rock
333,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,audio_features,2He3NOyqtLNE3RQPpeDdSb,spotify:track:2He3NOyqtLNE3RQPpeDdSb,https://api.spotify.com/v1/tracks/2He3NOyqtLNE3RQPpeDdSb,https://api.spotify.com/v1/audio-analysis/2He3NOyqtLNE3RQPpeDdSb,231787,4,Groove Is in the Heart,Deee-Lite,['hip house'],52,dance
334,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,audio_features,2lwwrWVKdf3LR9lbbhnr6R,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/tracks/2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/audio-analysis/2lwwrWVKdf3LR9lbbhnr6R,208467,4,Float On,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",64,indie rock
335,0.347,0.172,9,-15.435,1,0.0328,0.903,0.0024,0.37,0.199,97.759,audio_features,3FAO4AyAGNI7QSSnyZD256,spotify:track:3FAO4AyAGNI7QSSnyZD256,https://api.spotify.com/v1/tracks/3FAO4AyAGNI7QSSnyZD256,https://api.spotify.com/v1/audio-analysis/3FAO4AyAGNI7QSSnyZD256,179293,4,White Christmas,Bing Crosby,"['adult standards', 'easy listening']",85,tmas.
336,0.319,0.627,0,-9.611,1,0.0687,0.675,7.29e-05,0.289,0.497,85.818,audio_features,72WZtWs6V7uu3aMgMmEkYe,spotify:track:72WZtWs6V7uu3aMgMmEkYe,https://api.spotify.com/v1/tracks/72WZtWs6V7uu3aMgMmEkYe,https://api.spotify.com/v1/audio-analysis/72WZtWs6V7uu3aMgMmEkYe,448720,4,You Can't Always Get What You Want,The Rolling Stones,"['british invasion', 'classic rock', 'rock']",79,rock
337,0.584,0.975,11,-6.534,0,0.0651,0.141,0.501,0.101,0.876,138.341,audio_features,01gDLZsi0j5fWC28FLPNO8,spotify:track:01gDLZsi0j5fWC28FLPNO8,https://api.spotify.com/v1/tracks/01gDLZsi0j5fWC28FLPNO8,https://api.spotify.com/v1/audio-analysis/01gDLZsi0j5fWC28FLPNO8,535333,4,Move on Up - Extended Version,Curtis Mayfield,"['chicago soul', 'classic soul', 'funk', 'soul']",59,funk
338,0.563,0.283,2,-11.858,1,0.0395,0.872,0.000143,0.0899,0.228,106.973,audio_features,2cYALQZNXmuFGp2ecgpKMa,spotify:track:2cYALQZNXmuFGp2ecgpKMa,https://api.spotify.com/v1/tracks/2cYALQZNXmuFGp2ecgpKMa,https://api.spotify.com/v1/audio-analysis/2cYALQZNXmuFGp2ecgpKMa,204067,4,cellophane,FKA twigs,"['afrofuturism', 'alternative r&b', 'art pop', 'escape room', 'experimental r&b', 'pop', 'trip hop']",66,r&b
339,0.73,0.406,1,-12.334,1,0.041,0.246,0.0162,0.0676,0.965,160.656,audio_features,0umHXTx8k8HGJcOyJCh4Ly,spotify:track:0umHXTx8k8HGJcOyJCh4Ly,https://api.spotify.com/v1/tracks/0umHXTx8k8HGJcOyJCh4Ly,https://api.spotify.com/v1/audio-analysis/0umHXTx8k8HGJcOyJCh4Ly,153227,4,I Can't Stand The Rain,Ann Peebles,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",53,soul
340,0.23,0.828,5,-9.321,1,0.0463,0.000732,0.191,0.169,0.488,150.459,audio_features,2GttMH50LmV8VtZaz4d1EL,spotify:track:2GttMH50LmV8VtZaz4d1EL,https://api.spotify.com/v1/tracks/2GttMH50LmV8VtZaz4d1EL,https://api.spotify.com/v1/audio-analysis/2GttMH50LmV8VtZaz4d1EL,543267,4,Free Bird,Lynyrd Skynyrd,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",72,rock
341,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,audio_features,6KBYefIoo7KydImq1uUQlL,spotify:track:6KBYefIoo7KydImq1uUQlL,https://api.spotify.com/v1/tracks/6KBYefIoo7KydImq1uUQlL,https://api.spotify.com/v1/audio-analysis/6KBYefIoo7KydImq1uUQlL,223713,4,Bodak Yellow,Cardi B,"['dance pop', 'pop', 'rap']",82,hip-hop
342,0.2,0.943,9,-8.217,1,0.0544,0.0125,0.0,0.139,0.778,203.243,audio_features,7egQFB1zrDcvy3kdTaKbpc,spotify:track:7egQFB1zrDcvy3kdTaKbpc,https://api.spotify.com/v1/tracks/7egQFB1zrDcvy3kdTaKbpc,https://api.spotify.com/v1/audio-analysis/7egQFB1zrDcvy3kdTaKbpc,313800,4,Lust For Life,Iggy Pop,"['classic rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'punk', 'rock']",64,punk rock
343,0.538,0.48,7,-9.863,1,0.0268,0.204,0.0462,0.0955,0.834,171.773,audio_features,6xhEQmrVvtpEdw5mfySgJw,spotify:track:6xhEQmrVvtpEdw5mfySgJw,https://api.spotify.com/v1/tracks/6xhEQmrVvtpEdw5mfySgJw,https://api.spotify.com/v1/audio-analysis/6xhEQmrVvtpEdw5mfySgJw,187280,4,Heart of Gold,Neil Young,"['canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",62,folk rock
344,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,audio_features,7KXjTSCq5nL1LoYtL7XAwS,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,177000,4,HUMBLE.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",89,hip-hop
345,0.702,0.788,1,-10.335,1,0.0472,0.116,1.75e-05,0.192,0.846,120.788,audio_features,1JHUxxd77M4ViaqJZfBdl0,spotify:track:1JHUxxd77M4ViaqJZfBdl0,https://api.spotify.com/v1/tracks/1JHUxxd77M4ViaqJZfBdl0,https://api.spotify.com/v1/audio-analysis/1JHUxxd77M4ViaqJZfBdl0,263760,4,Ashes to Ashes,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",78, rock.
346,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,audio_features,0N3W5peJUQtI4eyR6GJT5O,spotify:track:0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/tracks/0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/audio-analysis/0N3W5peJUQtI4eyR6GJT5O,234693,4,King Kunta,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",89,hip hop
347,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773,4,I Say a Little Prayer,Aretha Franklin,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",71,soul
348,0.602,0.206,3,-12.063,1,0.0457,0.986,0.372,0.0729,0.41,83.693,audio_features,7dOz8RrPWP9UgJ8X8p1vU7,spotify:track:7dOz8RrPWP9UgJ8X8p1vU7,https://api.spotify.com/v1/tracks/7dOz8RrPWP9UgJ8X8p1vU7,https://api.spotify.com/v1/audio-analysis/7dOz8RrPWP9UgJ8X8p1vU7,196600,4,West End Blues,Louis Armstrong & His Hot Five,"['hot jazz', 'new orleans jazz']",28,jazz
349,0.355,0.841,9,-6.479,1,0.0991,0.0418,1.27e-05,0.0973,0.17,130.792,audio_features,25FwK43Ky2QEhvurDlUJcS,spotify:track:25FwK43Ky2QEhvurDlUJcS,https://api.spotify.com/v1/tracks/25FwK43Ky2QEhvurDlUJcS,https://api.spotify.com/v1/audio-analysis/25FwK43Ky2QEhvurDlUJcS,245800,4,I Can See For Miles - Mono Version,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",68,rock
350,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,audio_features,3v9xlH6BpmRbqL7hgNJhfT,spotify:track:3v9xlH6BpmRbqL7hgNJhfT,https://api.spotify.com/v1/tracks/3v9xlH6BpmRbqL7hgNJhfT,https://api.spotify.com/v1/audio-analysis/3v9xlH6BpmRbqL7hgNJhfT,134387,4,I Get Around (Mono),The Beach Boys,"['adult standards', 'baroque pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",77,rock
351,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,audio_features,32kgOw8wejH7zUhtXCM8DH,spotify:track:32kgOw8wejH7zUhtXCM8DH,https://api.spotify.com/v1/tracks/32kgOw8wejH7zUhtXCM8DH,https://api.spotify.com/v1/audio-analysis/32kgOw8wejH7zUhtXCM8DH,285133,4,More Than a Feeling,Boston,"['album rock', 'art rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",66,rock
352,0.401,0.556,2,-10.532,1,0.0513,0.0828,0.000359,0.589,0.654,85.206,audio_features,4qmvOVUt7U8szKXspAoLVy,spotify:track:4qmvOVUt7U8szKXspAoLVy,https://api.spotify.com/v1/tracks/4qmvOVUt7U8szKXspAoLVy,https://api.spotify.com/v1/audio-analysis/4qmvOVUt7U8szKXspAoLVy,275867,4,I Am The Walrus - Remastered,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",84, a psychedelic rock song.
353,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,5PclxRY6shIQzSKxxbdZso,spotify:track:5PclxRY6shIQzSKxxbdZso,https://api.spotify.com/v1/tracks/5PclxRY6shIQzSKxxbdZso,https://api.spotify.com/v1/audio-analysis/5PclxRY6shIQzSKxxbdZso,264307,4,Under the Bridge,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",83,rock
354,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,audio_features,1pKYYY0dkg23sQQXi0Q5zN,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/tracks/1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/audio-analysis/1pKYYY0dkg23sQQXi0Q5zN,429533,4,Around the World,Daft Punk,"['electro', 'filter house']",81, electronic dance music.
355,0.473,0.917,9,-4.176,1,0.0395,0.582,0.231,0.273,0.902,152.108,audio_features,7J2xqNtEfeI9GAvpoEqXnE,spotify:track:7J2xqNtEfeI9GAvpoEqXnE,https://api.spotify.com/v1/tracks/7J2xqNtEfeI9GAvpoEqXnE,https://api.spotify.com/v1/audio-analysis/7J2xqNtEfeI9GAvpoEqXnE,240000,4,Lola,The Kinks,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock']",66, in the genre of rock.
356,0.282,0.247,7,-11.838,1,0.0305,0.839,0.0,0.144,0.255,112.146,audio_features,4PKRAcbN8aPrgzFe0kOxRx,spotify:track:4PKRAcbN8aPrgzFe0kOxRx,https://api.spotify.com/v1/tracks/4PKRAcbN8aPrgzFe0kOxRx,https://api.spotify.com/v1/audio-analysis/4PKRAcbN8aPrgzFe0kOxRx,216613,5,Georgia On My Mind,Ray Charles,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",68,r&b
357,0.464,0.797,0,-5.244,1,0.0333,0.006,0.000304,0.392,0.547,129.964,audio_features,2DFRFqWNahKtFD112H2iEZ,spotify:track:2DFRFqWNahKtFD112H2iEZ,https://api.spotify.com/v1/tracks/2DFRFqWNahKtFD112H2iEZ,https://api.spotify.com/v1/audio-analysis/2DFRFqWNahKtFD112H2iEZ,213173,4,Do You Realize??,The Flaming Lips,"['alternative rock', 'art rock', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']",56, in the genre of alternative rock.
358,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,audio_features,0NWPxcsf5vdjdiFUI8NgkP,spotify:track:0NWPxcsf5vdjdiFUI8NgkP,https://api.spotify.com/v1/tracks/0NWPxcsf5vdjdiFUI8NgkP,https://api.spotify.com/v1/audio-analysis/0NWPxcsf5vdjdiFUI8NgkP,210160,4,Hey Joe,Jimi Hendrix,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",71,rock
359,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,audio_features,2oSpQ7QtIKTNFfA08Cy0ku,spotify:track:2oSpQ7QtIKTNFfA08Cy0ku,https://api.spotify.com/v1/tracks/2oSpQ7QtIKTNFfA08Cy0ku,https://api.spotify.com/v1/audio-analysis/2oSpQ7QtIKTNFfA08Cy0ku,246933,4,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']",73, alternative rock.
360,0.659,0.113,10,-16.756,0,0.0569,0.976,0.88,0.179,0.738,95.063,audio_features,2xm9ihELo6xwrRKrBbPql9,spotify:track:2xm9ihELo6xwrRKrBbPql9,https://api.spotify.com/v1/tracks/2xm9ihELo6xwrRKrBbPql9,https://api.spotify.com/v1/audio-analysis/2xm9ihELo6xwrRKrBbPql9,182360,4,Body and Soul,Coleman Hawkins,"['bebop', 'big band', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",52,jazz
361,0.271,0.553,2,-9.526,1,0.0472,0.044,0.0096,0.0999,0.433,86.762,audio_features,6hu1f1cXSw7OAqhpSQ2zDy,spotify:track:6hu1f1cXSw7OAqhpSQ2zDy,https://api.spotify.com/v1/tracks/6hu1f1cXSw7OAqhpSQ2zDy,https://api.spotify.com/v1/audio-analysis/6hu1f1cXSw7OAqhpSQ2zDy,386373,3,Dazed and Confused - 1990 Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",77,rock
362,0.592,0.84,0,-5.394,1,0.0429,0.0558,2.3e-05,0.194,0.696,144.081,audio_features,0hYDZYCpymqkOREQAED69h,spotify:track:0hYDZYCpymqkOREQAED69h,https://api.spotify.com/v1/tracks/0hYDZYCpymqkOREQAED69h,https://api.spotify.com/v1/audio-analysis/0hYDZYCpymqkOREQAED69h,193120,4,1901,Phoenix,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']",66,indie rock
363,0.669,0.76,8,-10.301,1,0.0344,0.138,0.0115,0.0876,0.591,133.7,audio_features,1O2DYAwaGNRkGPGKEGpxo5,spotify:track:1O2DYAwaGNRkGPGKEGpxo5,https://api.spotify.com/v1/tracks/1O2DYAwaGNRkGPGKEGpxo5,https://api.spotify.com/v1/audio-analysis/1O2DYAwaGNRkGPGKEGpxo5,207400,4,Fight For Your Right,Beastie Boys,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",69,hip hop
364,0.617,0.849,1,-10.123,1,0.165,0.463,0.516,0.116,0.521,135.277,audio_features,63FmCXIc4lmEq9fNqGkQ57,spotify:track:63FmCXIc4lmEq9fNqGkQ57,https://api.spotify.com/v1/tracks/63FmCXIc4lmEq9fNqGkQ57,https://api.spotify.com/v1/audio-analysis/63FmCXIc4lmEq9fNqGkQ57,242427,4,Archangel,Burial,"['classic dubstep', 'electronica', 'hauntology', 'intelligent dance music', 'microhouse', 'uk bass', 'wonky']",52,electronic
365,0.519,0.85,9,-6.777,1,0.0678,0.0457,0.0,0.233,0.749,123.419,audio_features,2zO5cQdHLBOPlnQqWeNCFM,spotify:track:2zO5cQdHLBOPlnQqWeNCFM,https://api.spotify.com/v1/tracks/2zO5cQdHLBOPlnQqWeNCFM,https://api.spotify.com/v1/audio-analysis/2zO5cQdHLBOPlnQqWeNCFM,189680,4,Ticket To Ride - Remastered,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",84,rock
366,0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192,audio_features,3LTMnFa0hhwisyq6ILahyj,spotify:track:3LTMnFa0hhwisyq6ILahyj,https://api.spotify.com/v1/tracks/3LTMnFa0hhwisyq6ILahyj,https://api.spotify.com/v1/audio-analysis/3LTMnFa0hhwisyq6ILahyj,348624,4,Sultans Of Swing,Dire Straits,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",76,rock
367,0.731,0.875,7,-6.393,1,0.0457,0.000367,0.858,0.289,0.164,112.78,audio_features,2mv6GY70UsHiTCGQZ4JfgC,spotify:track:2mv6GY70UsHiTCGQZ4JfgC,https://api.spotify.com/v1/tracks/2mv6GY70UsHiTCGQZ4JfgC,https://api.spotify.com/v1/audio-analysis/2mv6GY70UsHiTCGQZ4JfgC,594453,4,Fools Gold - Remastered,The Stone Roses,"['alternative rock', 'britpop', 'dance rock', 'madchester', 'modern rock', 'rock']",61,indie rock
368,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,audio_features,2M3OVvigcmanSnRq1sdlVE,spotify:track:2M3OVvigcmanSnRq1sdlVE,https://api.spotify.com/v1/tracks/2M3OVvigcmanSnRq1sdlVE,https://api.spotify.com/v1/audio-analysis/2M3OVvigcmanSnRq1sdlVE,166467,4,Crying,Roy Orbison,"['adult standards', 'bubblegum pop', 'mellow gold', 'rock-and-roll', 'rockabilly']",66, pop.
369,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,audio_features,7FlwylpJSe3ea6m1IrkizS,spotify:track:7FlwylpJSe3ea6m1IrkizS,https://api.spotify.com/v1/tracks/7FlwylpJSe3ea6m1IrkizS,https://api.spotify.com/v1/audio-analysis/7FlwylpJSe3ea6m1IrkizS,245360,4,West End Girls - 2001 Remaster,Pet Shop Boys,"['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",67,new wave
370,0.527,0.606,10,-7.495,0,0.0635,0.815,0.00895,0.113,0.779,78.013,audio_features,0qWGLMQwo57IabwNksvwGa,spotify:track:0qWGLMQwo57IabwNksvwGa,https://api.spotify.com/v1/tracks/0qWGLMQwo57IabwNksvwGa,https://api.spotify.com/v1/audio-analysis/0qWGLMQwo57IabwNksvwGa,169720,4,Rocket 88 - Single Version,Jackie Brenston & His Delta Cats,['rock-and-roll'],19,rock and roll
371,0.576,0.464,7,-9.682,1,0.03,0.562,0.0,0.0893,0.435,125.065,audio_features,54Y4sozDepmrn0MbIPxspj,spotify:track:54Y4sozDepmrn0MbIPxspj,https://api.spotify.com/v1/tracks/54Y4sozDepmrn0MbIPxspj,https://api.spotify.com/v1/audio-analysis/54Y4sozDepmrn0MbIPxspj,364613,4,Chicago,Sufjan Stevens,"['baroque pop', 'chamber pop', 'singer-songwriter']",73,indie folk
372,0.628,0.329,2,-12.61,1,0.0866,0.775,0.000158,0.0755,0.504,110.132,audio_features,6PzH8B9oBj2y8rkVgl3GG6,spotify:track:6PzH8B9oBj2y8rkVgl3GG6,https://api.spotify.com/v1/tracks/6PzH8B9oBj2y8rkVgl3GG6,https://api.spotify.com/v1/audio-analysis/6PzH8B9oBj2y8rkVgl3GG6,175787,3,Mannish Boy,Muddy Waters,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",56, blues.
373,0.707,0.78,3,-10.142,1,0.235,0.83,0.0,0.199,0.808,92.653,audio_features,1CQWIpYzU0fk0DT4oXsrkd,spotify:track:1CQWIpYzU0fk0DT4oXsrkd,https://api.spotify.com/v1/tracks/1CQWIpYzU0fk0DT4oXsrkd,https://api.spotify.com/v1/audio-analysis/1CQWIpYzU0fk0DT4oXsrkd,144600,4,Roll Over Beethoven,Chuck Berry,"['classic rock', 'rock', 'rock-and-roll', 'rockabilly']",74,rock and roll
374,0.624,0.931,11,-9.988,0,0.116,0.000899,0.00144,0.0631,0.141,119.887,audio_features,2E9wKgL8NN7Tvydqcjoh7v,spotify:track:2E9wKgL8NN7Tvydqcjoh7v,https://api.spotify.com/v1/tracks/2E9wKgL8NN7Tvydqcjoh7v,https://api.spotify.com/v1/audio-analysis/2E9wKgL8NN7Tvydqcjoh7v,205133,4,Instant Karma! (We All Shine On) - Remastered 2010,John Lennon,"['album rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock']",78, pop.
375,0.715,0.197,4,-14.147,0,0.0842,0.965,0.000191,0.0867,0.685,110.971,audio_features,76mwhaQHnPCR8hm4KreOZU,spotify:track:76mwhaQHnPCR8hm4KreOZU,https://api.spotify.com/v1/tracks/76mwhaQHnPCR8hm4KreOZU,https://api.spotify.com/v1/audio-analysis/76mwhaQHnPCR8hm4KreOZU,192200,4,Minnie The Moocher (03-03-31),Cab Calloway,"['big band', 'harlem renaissance', 'jazz blues', 'swing']",43,swing
376,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,32lmL4vQAAotg6MrJnhlQZ,spotify:track:32lmL4vQAAotg6MrJnhlQZ,https://api.spotify.com/v1/tracks/32lmL4vQAAotg6MrJnhlQZ,https://api.spotify.com/v1/audio-analysis/32lmL4vQAAotg6MrJnhlQZ,219320,4,Work,Rihanna,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",90, r&b/hip-hop.
377,0.66,0.831,4,-8.195,1,0.0557,0.204,0.0,0.736,0.43,105.32,audio_features,0Dw9z44gXhplDh5HCWZIxP,spotify:track:0Dw9z44gXhplDh5HCWZIxP,https://api.spotify.com/v1/tracks/0Dw9z44gXhplDh5HCWZIxP,https://api.spotify.com/v1/audio-analysis/0Dw9z44gXhplDh5HCWZIxP,249200,4,You Oughta Know,Alanis Morissette,"['canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",67,rock
378,0.655,0.255,3,-15.543,1,0.0429,0.85,0.122,0.136,0.446,82.569,audio_features,1CbPLR6Xjo2nc0Pf13N0RS,spotify:track:1CbPLR6Xjo2nc0Pf13N0RS,https://api.spotify.com/v1/tracks/1CbPLR6Xjo2nc0Pf13N0RS,https://api.spotify.com/v1/audio-analysis/1CbPLR6Xjo2nc0Pf13N0RS,123173,4,Pink Moon,Nick Drake,"['art rock', 'british folk', 'folk', 'folk rock', 'melancholia', 'rock', 'singer-songwriter']",62,folk
379,0.526,0.509,7,-10.893,1,0.0628,0.6,0.0,0.144,0.497,138.318,audio_features,2QgWuCtBpNIpl5trmKCxRf,spotify:track:2QgWuCtBpNIpl5trmKCxRf,https://api.spotify.com/v1/tracks/2QgWuCtBpNIpl5trmKCxRf,https://api.spotify.com/v1/audio-analysis/2QgWuCtBpNIpl5trmKCxRf,515867,4,American Pie,Don McLean,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",64,folk
380,0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552,audio_features,2idPbrdDm0JOEtbGieWyoZ,spotify:track:2idPbrdDm0JOEtbGieWyoZ,https://api.spotify.com/v1/tracks/2idPbrdDm0JOEtbGieWyoZ,https://api.spotify.com/v1/audio-analysis/2idPbrdDm0JOEtbGieWyoZ,290707,4,Fake Plastic Trees,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",80,rock
381,0.499,0.246,9,-12.806,1,0.0325,0.7,0.00227,0.0965,0.152,148.468,audio_features,4pdLyulbYLCrPmDzWWeJIZ,spotify:track:4pdLyulbYLCrPmDzWWeJIZ,https://api.spotify.com/v1/tracks/4pdLyulbYLCrPmDzWWeJIZ,https://api.spotify.com/v1/audio-analysis/4pdLyulbYLCrPmDzWWeJIZ,181667,3,I've Been Loving You Too Long,Otis Redding,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul']",73,r&b
382,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411,audio_features,6y20BV5L33R8YXM0YuI38N,spotify:track:6y20BV5L33R8YXM0YuI38N,https://api.spotify.com/v1/tracks/6y20BV5L33R8YXM0YuI38N,https://api.spotify.com/v1/audio-analysis/6y20BV5L33R8YXM0YuI38N,278747,4,No One Knows,Queens of the Stone Age,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",70,rock
383,0.652,0.388,6,-12.029,0,0.0302,0.0167,0.00076,0.32,0.595,116.433,audio_features,1lFC3sMgOcDrVzNh8zXRnl,spotify:track:1lFC3sMgOcDrVzNh8zXRnl,https://api.spotify.com/v1/tracks/1lFC3sMgOcDrVzNh8zXRnl,https://api.spotify.com/v1/audio-analysis/1lFC3sMgOcDrVzNh8zXRnl,177467,4,Monkey Gone to Heaven,Pixies,"['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']",72,"the genre of the song ""monkey gone to heaven"" by pixies would be considered alternative rock."
384,0.498,0.647,4,-9.058,1,0.036,0.322,0.0,0.361,0.579,130.056,audio_features,4yrloqLBKS7Pi3z7g2HDga,spotify:track:4yrloqLBKS7Pi3z7g2HDga,https://api.spotify.com/v1/tracks/4yrloqLBKS7Pi3z7g2HDga,https://api.spotify.com/v1/audio-analysis/4yrloqLBKS7Pi3z7g2HDga,178147,4,Somebody to Love,Jefferson Airplane,"['acid rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",61,rock
385,0.443,0.955,8,-8.066,1,0.0741,0.0222,0.361,0.297,0.333,123.423,audio_features,0oWHLtxWeMJhmwxtrxhNK0,spotify:track:0oWHLtxWeMJhmwxtrxhNK0,https://api.spotify.com/v1/tracks/0oWHLtxWeMJhmwxtrxhNK0,https://api.spotify.com/v1/audio-analysis/0oWHLtxWeMJhmwxtrxhNK0,273600,4,Welcome To The Jungle,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",80, a rock song by guns n' roses.
